Course name	Unique ID	start date	end date	Location
Photoshop - Advanced	68133	5/8/09	6/8/09	Manchester
Photoshop - Advanced	68134	7/10/09	8/10/09	Manchester
Coldfusion - Fast Track to Coldfusion	68140	26/8/09	28/8/09	Manchester
Cascading Style Sheets	68142	16/7/09	16/7/09	Manchester
Cascading Style Sheets	68143	17/9/09	17/9/09	Manchester
Dreamweaver - Web Development Introduction	68146	13/7/09	15/7/09	Manchester
Dreamweaver - Web Development Introduction	68147	10/8/09	12/8/09	Manchester
Dreamweaver - Web Development Introduction	68148	14/9/09	16/9/09	Manchester
Dreamweaver - Web Development Introduction	68149	12/10/09	14/10/09	Manchester
Dreamweaver - Web Development Introduction	68150	9/11/09	11/11/09	Manchester
Dreamweaver - Web Development Introduction	68151	9/12/09	11/12/09	Manchester
Dreamweaver - Dynamic Application Development	68152	3/8/09	4/8/09	Manchester
Fireworks - Web Graphic Creation	68154	2/7/09	3/7/09	Manchester
Fireworks - Web Graphic Creation	68156	2/11/09	3/11/09	Manchester
Flash - Rich Content Creation	68157	16/7/09	17/7/09	Manchester
Flash - Rich Content Creation	68158	27/7/09	28/7/09	Manchester
Flash - Rich Content Creation	68159	13/8/09	14/8/09	Manchester
Flash - Rich Content Creation	68160	24/8/09	25/8/09	Manchester
Cancelled	68161	17/9/09	18/9/09	Manchester
Flash - Rich Content Creation	68162	28/9/09	29/9/09	Manchester
Flash - Rich Content Creation	68163	15/10/09	16/10/09	Manchester
Flash - Rich Content Creation	68164	26/10/09	27/10/09	Manchester
Flash - Rich Content Creation	68165	12/11/09	13/11/09	Manchester
Flash - Actionscript	68168	1/7/09	3/7/09	Manchester
Flash - Actionscript	68169	29/7/09	31/7/09	Manchester
Flash - Actionscript	68170	26/8/09	28/8/09	Manchester
Flash - Actionscript	68171	30/9/09	2/10/09	Manchester
Flash - Actionscript	68172	28/10/09	30/10/09	Manchester
InDesign - Introduction	68174	21/12/09	22/12/09	Manchester
Flash - Advanced Actionscript	68175	23/7/09	24/7/09	Manchester
Cancelled	68177	16/9/09	18/9/09	Manchester
Flash - Advanced Actionscript	68179	11/11/09	13/11/09	Manchester
Flash - Video Development	68181	10/8/09	12/8/09	Manchester
Cancelled	68183	22/7/09	24/7/09	Manchester
Flex - Developing Rich Client Applications Level 1	68185	10/8/09	12/8/09	Manchester
Cancelled	68186	12/10/09	14/10/09	Manchester
Cancelled	68187	14/12/09	16/12/09	Manchester
Flex  - Data and Communications	68188	13/8/09	14/8/09	Manchester
Cancelled	68189	15/10/09	16/10/09	Manchester
Flex  - Data and Communications	68190	17/12/09	18/12/09	Manchester
Flex - Building Dashboard Applications Level 2	68191	27/7/09	28/7/09	Manchester
Flex Level: Extending and Styling Components	68193	29/7/09	30/7/09	Manchester
Flex Level: Introducing Cairngorm	68195	31/7/09	31/7/09	Manchester
HTML: Introduction	68197	28/7/09	28/7/09	Manchester
Javascript Level 1 - Introduction	68199	6/7/09	7/7/09	Manchester
Cancelled	68201	7/9/09	9/9/09	Manchester
Writing for the Web	68205	14/4/09	14/4/09	Glasgow
Bespoke After Effects	68206	6/4/09	7/4/09	London
Room Hire	68207	5/5/09	7/5/09	London
xx	68209	26/3/09	26/3/09	
Training Vouchers - Revit	68210	26/3/09	26/3/09	London
Training Vouchers - Revit	68211	26/3/09	26/3/09	London
Illustrator - Introduction	68212	10/7/09	10/7/09	London
Motion Introduction	68213	29/4/09	1/5/09	London
3ds Max Jumpstart Zero to Hero	68214	27/7/09	31/7/09	Manchester
3ds Max Advanced	68216	13/7/09	15/7/09	Manchester
Cancelled	68217	28/9/09	30/9/09	Manchester
3ds Max Jumpstart Zero to Hero	68218	16/11/09	20/11/09	Manchester
AutoCAD – Essentials	68219	17/8/09	19/8/09	Manchester
AutoCAD – Essentials	68220	21/9/09	23/9/09	Manchester
Cancelled	68221	19/10/09	21/10/09	Manchester
AutoCAD – Essentials	68222	23/11/09	25/11/09	Manchester
AutoCAD - Level 2 - Intermediate	68223	20/8/09	21/8/09	Manchester
AutoCAD - Level 2 - Intermediate	68224	24/9/09	25/9/09	Manchester
Cancelled	68225	22/10/09	23/10/09	Manchester
AutoCAD - Level 2 - Intermediate	68226	26/11/09	27/11/09	Manchester
AutoCAD Architecture: Introduction	68228	17/8/09	19/8/09	Manchester
AutoCAD Architecture: Introduction	68230	23/11/09	25/11/09	Manchester
AutoCAD Architecture: Introduction	68231	14/12/09	16/12/09	Manchester
Maya Jumpstart: Zero to Hero	68232	14/9/09	18/9/09	Manchester
Cancelled	68233	14/12/09	18/12/09	Manchester
Revit Architecture - Essentials	68234	17/8/09	19/8/09	Manchester
Revit Architecture - Essentials	68236	23/11/09	25/11/09	Manchester
Revit Architecture - Essentials	68237	14/12/09	16/12/09	Manchester
Google Sketch Up	68238	10/7/09	10/7/09	Manchester
Google Sketch Up	68240	20/11/09	20/11/09	Manchester
VectorWorks	68241	20/8/09	21/8/09	Manchester
AfterEffects - Introduction	68243	20/7/09	21/7/09	Manchester
AfterEffects - Introduction	68244	14/9/09	15/9/09	Manchester
AfterEffects - Introduction	68245	1/12/09	2/12/09	Manchester
AfterEffects - Intermediate	68246	22/7/09	23/7/09	Manchester
AfterEffects - Intermediate	68247	16/9/09	17/9/09	Manchester
Color 101: Introduction to color	68249	1/7/09	3/7/09	Manchester
Color 101: Introduction to color	68250	28/9/09	30/9/09	Manchester
Final Cut Pro - Introduction	68251	29/7/09	31/7/09	Manchester
Final Cut Pro - Introduction	68252	7/9/09	9/9/09	Manchester
Final Cut Pro - Introduction	68253	14/10/09	16/10/09	Manchester
Final Cut Pro - Introduction	68254	16/11/09	18/11/09	Manchester (CP)
Final Cut Pro - Introduction	68255	21/12/09	23/12/09	Manchester
Final Cut Pro Advanced	68256	26/8/09	28/8/09	Manchester
Final Cut Pro Advanced	68257	11/11/09	13/11/09	Manchester
Motion Introduction	68258	7/10/09	9/10/09	Manchester
Logic 101: Introduction	68259	24/8/09	26/8/09	Manchester
Logic 101: Introduction	68260	11/11/09	13/11/09	Manchester
Premiere Pro - Introduction	68261	12/10/09	13/10/09	Manchester
Search Engine Optimisation	68262	2/7/09	2/7/09	Manchester
Search Engine Optimisation	68263	17/9/09	17/9/09	Manchester
Search Marketing (PPC)	68264	14/10/09	14/10/09	Manchester
Cancelled	68265	30/9/09	1/10/09	Manchester
AutoCAD – Essentials	68266	6/7/09	8/7/09	Glasgow
AutoCAD - Level 2 - Intermediate	68267	9/7/09	10/7/09	Glasgow
AutoCAD - Level 2 - Intermediate	68269	30/4/09	1/5/09	Cardiff
Bespoke Maya	68270	2/4/09	3/4/09	London
Photoshop CS4 ACA	68271	31/3/09	31/3/09	London
Photoshop CS4 ACA	68272	30/4/09	30/4/09	On-site
Photoshop CS4 ACA	68273	6/5/09	6/5/09	On-site
Photoshop CS4 ACA	68274	7/5/09	7/5/09	On-site
Photoshop CS4 ACA	68275	12/5/09	12/5/09	On-site
Photoshop CS4 ACA	68276	19/5/09	19/5/09	On-site
Photoshop CS4 ACA	68277	27/5/09	27/5/09	On-site
Livecycle ES	68278	29/6/09	1/7/09	London
Acrobat 101 Rookie	68280	17/7/09	17/7/09	Glasgow
Acrobat 101 Rookie	68281	2/10/09	2/10/09	Glasgow
Acrobat 201 Hotshot	68282	31/7/09	31/7/09	Glasgow
Acrobat 201 Hotshot	68283	16/10/09	16/10/09	Glasgow
Aperture 101: An Introduction to Aperture	68284	7/9/09	9/9/09	Glasgow
Illustrator - Introduction	68285	20/7/09	21/7/09	Glasgow
Illustrator - Introduction	68286	1/9/09	2/9/09	Glasgow
Illustrator - Introduction	68287	21/12/09	22/12/09	Glasgow
Illustrator - Advanced	68288	22/7/09	23/7/09	Glasgow
Illustrator - Advanced	68289	3/9/09	4/9/09	Glasgow
InDesign - Introduction	68291	14/9/09	15/9/09	Glasgow
InDesign - Introduction	68292	12/10/09	13/10/09	Glasgow
InDesign - Introduction	68293	9/11/09	10/11/09	Glasgow
InDesign - Introduction	68294	1/12/09	2/12/09	Glasgow
Indesign - Advanced	68295	29/7/09	30/7/09	Glasgow
Indesign - Advanced	68296	16/9/09	17/9/09	Glasgow
Indesign - Advanced	68297	14/10/09	15/10/09	Glasgow
Indesign - Advanced	68298	11/11/09	12/11/09	Glasgow
Indesign - Advanced	68299	3/12/09	4/12/09	Glasgow
Photoshop - Introduction	68300	13/7/09	14/7/09	Glasgow
Photoshop - Introduction	68302	28/9/09	29/9/09	Glasgow
Photoshop - Introduction	68303	27/10/09	28/10/09	Glasgow
Photoshop - Introduction	68304	23/11/09	24/11/09	Glasgow
Photoshop - Introduction	68305	14/12/09	15/12/09	Glasgow
Photoshop - Advanced	68306	15/7/09	16/7/09	Glasgow
Cancelled	68308	30/9/09	1/10/09	Glasgow
Photoshop - Advanced	68309	29/10/09	30/10/09	Glasgow
Photoshop - Advanced	68310	25/11/09	26/11/09	Glasgow
Cancelled	68311	16/12/09	17/12/09	Glasgow
Quark Xpress - Introduction	68312	2/7/09	3/7/09	Glasgow
Illustrator - Advanced	68314	23/12/09	24/12/09	Glasgow
"AIR, Adobe Integrated Runtime:"	68315	1/9/09	3/9/09	Glasgow
Captivate - Introduction	68317	17/8/09	18/8/09	Glasgow
Cascading Style Sheets	68319	23/7/09	24/7/09	Glasgow
Coldfusion - Fast Track to Coldfusion	68321	8/7/09	10/7/09	Glasgow
Dreamweaver - Web Development Introduction	68322	20/7/09	22/7/09	Glasgow
Cancelled	68323	21/9/09	23/9/09	Glasgow
Dreamweaver - Web Development Introduction	68324	16/11/09	18/11/09	Glasgow
Dreamweaver - Dynamic Application Development	68325	19/8/09	21/8/09	Glasgow
Fireworks - Web Graphic Creation	68327	4/8/09	5/8/09	Glasgow
Fireworks - Web Graphic Creation	68328	19/11/09	20/11/09	Glasgow
Flash - Rich Content Creation	68329	23/7/09	24/7/09	Glasgow
Flash - Rich Content Creation	68330	10/8/09	11/8/09	Glasgow
Flash - Rich Content Creation	68331	24/9/09	25/9/09	Glasgow
Flash - Rich Content Creation	68332	5/10/09	6/10/09	Glasgow
Flash - Rich Content Creation	68333	19/11/09	20/11/09	Glasgow
Flash - Rich Content Creation	68334	7/12/09	8/12/09	Glasgow
Cancelled	68335	12/8/09	14/8/09	Glasgow
Flash - Actionscript	68336	7/10/09	9/10/09	Glasgow
Flash - Actionscript	68337	9/12/09	11/12/09	Glasgow
Flash - Video Development	68340	5/8/09	7/8/09	Glasgow
Flash Lite - Mobile Application Development	68341	1/7/09	3/7/09	Glasgow
Flex - Developing Rich Client Applications Level 1	68343	17/8/09	19/8/09	Glasgow
Flex - Developing Rich Client Applications Level 1	68344	9/11/09	11/11/09	Glasgow
Flex  - Data and Communications	68345	20/8/09	21/8/09	Glasgow
Flex  - Data and Communications	68346	12/11/09	13/11/09	Glasgow
HTML: Introduction	68347	21/7/09	22/7/09	Glasgow
Bespoke Captivate	68352	28/4/09	29/4/09	On-site
cancelled	68353	6/5/09	8/5/09	London
Trainer Hire - FCP	68354	22/4/09	24/4/09	On-site
Training Vouchers	68355	1/4/09	1/4/09	London
InDesign - Introduction	68356	6/7/09	7/7/09	Manchester
Flash CS4 ACA	68357	21/5/09	21/5/09	On-site
Bring Your Own Laptop	68358	26/5/09	26/5/09	London
Cancelled	68360	18/6/09	18/6/09	Regents Park
Bring Your Own Laptop	68361	14/7/09	14/7/09	Regents Park
Bring Your Own Laptop	68362	28/5/09	28/5/09	Manchester
Bring Your Own Laptop	68363	15/7/09	15/7/09	Manchester
Bring Your Own Laptop	68364	26/5/09	26/5/09	Glasgow
Bring Your Own Laptop	68365	9/7/09	9/7/09	Glasgow
Cinema 4D – Fundamental	68366	8/6/09	9/6/09	London
Illustrator - Introduction	68367	29/6/09	30/6/09	London
Cancelled	68369	1/6/09	2/6/09	Manchester
AfterEffects - Introduction	68370	4/8/09	5/8/09	Glasgow
AfterEffects - Advanced	68371	7/8/09	7/8/09	Glasgow
Cancelled	68372	19/10/09	23/10/09	Glasgow
ACA Campus Tour	68373	31/3/09	31/3/09	On-site
Illustrator - Advanced	68374	17/4/09	17/4/09	On-site
xx	68375	8/4/09	8/4/09	On-site
Flash Zero to Hero	68376	11/5/09	15/5/09	On-site
AutoCAD – 3d Modelling	68378	22/4/09	23/4/09	Glasgow
Writing for the Web	68379	15/4/09	15/4/09	On-site
Illustrator - Introduction	68380	24/7/09	24/7/09	London
Photoshop - Introduction	68381	13/5/09	14/5/09	Cardiff
Email Marketing	68382	21/4/09	21/4/09	London
InDesign - Introduction	68383	27/4/09	28/4/09	London
Bespoke Captivate	68385	8/5/09	8/5/09	On-site
Training Vouchers	68386	17/4/09	17/4/09	On-site
The Visual Experience 	68387	22/5/09	22/5/09	On-site
Useful Actionscript	68388	14/7/09	14/7/09	On-site
MVC Design Pattern	68389	15/9/09	15/9/09	On-site
Photoshop - Introduction	68390	29/4/09	30/4/09	London
Captivate - Introduction	68391	3/6/09	4/6/09	London
Captivate - Introduction	68392	17/8/09	18/8/09	London
Captivate - Introduction	68393	3/6/09	4/6/09	Manchester
Captivate - Introduction	68394	26/8/09	27/8/09	Manchester
Photoshop CS4 ACA	68397	14/5/09	14/5/09	On-site
InDesign - Introduction	68398	27/7/09	28/7/09	Glasgow
AutoCAD – 3d Modelling	68399	2/9/09	4/9/09	Manchester
Room Hire	68400	12/5/09	12/5/09	London
Premiere Pro - Introduction	68404	5/5/09	6/5/09	London
SOTR	68405	1/6/09	1/6/09	On-site
Bespoke Cinema	68410	5/6/09	5/6/09	London
Photoshop - Advanced	68411	26/8/09	27/8/09	Leeds
Flash - Actionscript	68413	2/7/09	3/7/09	On-site
Indesign - for Quark Users	68414	18/5/09	21/5/09	On-site
Indesign - for Quark Users	68415	1/6/09	4/6/09	On-site
Flash - Rich Content Creation	68428	21/5/09	22/5/09	Cardiff
Premiere Pro - Introduction	68429	30/6/09	1/7/09	Manchester
Dreamweaver - Web Development Introduction	68435	17/6/09	19/6/09	Cardiff
Flash - Actionscript	68438	29/6/09	1/7/09	On-site
Flex Consultancy	68439	5/5/09	8/5/09	On-site
Flex Consultancy	68440	8/6/09	9/6/09	On-site
PHP and my SQL - Introduction	68441	29/5/09	29/5/09	On-site
Adobe AIR: Building Desktop Applications with Flex	68443	3/6/09	5/6/09	London
XSI: Introduction	68444	8/6/09	10/6/09	London
XSI: Introduction	68445	29/6/09	1/7/09	London
Flash - Rich Content Creation	68446	29/6/09	30/6/09	Manchester
Cancelled	68448	1/7/09	3/7/09	London
Bespoke Course	68451	22/5/09	22/5/09	Manchester
Bespoke Course	68452	20/5/09	21/5/09	Cardiff
Room Hire	68453	30/6/09	30/6/09	London
Photoshop - Advanced	68454	5/8/09	6/8/09	Cardiff
Flex Consultancy	68455	29/5/09	29/5/09	On-site
Bespoke Course	68456	12/6/09	12/6/09	On-site
Flash - Rich Content Creation	68457	23/6/09	24/6/09	On-site
Digital Repro and Prepress	68460	12/6/09	12/6/09	London
Bespoke Course	68461	9/6/09	9/6/09	London
AutoCAD – Essentials	68462	7/10/09	9/10/09	Leeds
Illustrator - Introduction	68463	24/7/09	24/7/09	Cardiff
Illustrator - Introduction	68464	10/7/09	10/7/09	Manchester
Bespoke Course	68465	18/6/09	18/6/09	On-site
Flex Consultancy	68466	15/6/09	19/6/09	On-site
Flex Consultancy	68467	22/6/09	26/6/09	On-site
Bespoke Course	68468	27/7/09	31/7/09	On-site
Cancelled	68469	21/9/09	25/9/09	Manchester
Bespoke Course	68471	19/6/09	19/6/09	On-site
Room Hire	68472	29/7/09	30/7/09	London
Bespoke course	68473	9/11/09	11/11/09	On-site
Flash - Rich Content Creation	68475	29/6/09	30/6/09	On-site
Cinema 4D – Fundamental	68476	15/7/09	15/7/09	On-site
Photoshop ACE	68477	4/12/09	4/12/09	London
Soundbooth - Introduction	68478	27/11/09	27/11/09	London
Room Hire	68481	1/9/09	2/9/09	London
Flex Consultancy	68482	16/7/09	17/7/09	On-site
PowerUP with Final Cut Studio	68483	18/8/09	18/8/09	Glasgow
PowerUP with Final Cut Studio	68484	19/8/09	19/8/09	Manchester
PowerUP with Final Cut Studio	68485	20/8/09	20/8/09	Bristol
PowerUP with Final Cut Studio	68486	21/8/09	21/8/09	London
Photoshop ACA	68487	7/8/09	7/8/09	London
Bespoke Course	68489	26/8/09	28/8/09	London
Photoshop ACE	68490	20/8/09	20/8/09	London
Premiere Pro - Introduction	68491	27/8/09	28/8/09	Manchester (CP)
Digital Repro and Prepress	68492	21/8/09	21/8/09	London
Bespoke Course	68493	20/7/09	21/7/09	London
Cancelled	68494	13/8/09	13/8/09	Regents Park
Flash - Rich Content Creation	68496	2/9/09	3/9/09	On-site
AutoCAD – Essentials	68497	28/9/09	30/9/09	Cardiff
Flash - Actionscript	68498	30/6/09	30/6/09	
Larry Jordan MasterClass	68499	22/8/09	22/8/09	London
Mac OS X Support Essentials	68500	13/7/09	15/7/09	On-site
Acrobat 101 Rookie	68501	18/9/09	18/9/09	Manchester
AutoCAD – Essentials	68502	7/9/09	9/9/09	Glasgow
AutoCAD - Level 2 - Intermediate	68503	10/9/09	11/9/09	Glasgow
Dreamweaver - Web Development Introduction	68504	26/8/09	28/8/09	Leeds
Cancelled	68505	3/9/09	4/9/09	Leeds
Flex Consultancy	68506	24/7/09	24/7/09	On-site
Bespoke Course	68507	4/8/09	4/8/09	On-site
Bespoke Course	68509	22/7/09	22/7/09	On-site
SQL Language	68510	12/11/09	13/11/09	On-site
Cancelled	68511	22/9/09	22/9/09	Regents Park
AutoCAD – Essentials	68512	2/11/09	4/11/09	Glasgow
AutoCAD - Level 2 - Intermediate	68513	5/11/09	6/11/09	Glasgow
Dreamweaver - Web Development Introduction	68514	24/8/09	26/8/09	Cardiff
Flash - Rich Content Creation	68515	27/8/09	28/8/09	Cardiff
Flash - Actionscript	68516	8/7/09	8/7/09	
Bespoke Course	68517	7/9/09	11/9/09	On-site
Cancelled	68518	24/8/09	24/8/09	London
Training Vouchers	68520	10/7/09	10/7/09	Glasgow
Cancelled	68521	7/8/09	7/8/09	London
Illustrator - Introduction	68522	18/9/09	18/9/09	London
InDesign - Introduction	68525	13/7/09	14/7/09	On-site
Illustrator - Introduction	68528	11/9/09	11/9/09	Manchester
Illustrator - Introduction	68529	6/11/09	6/11/09	London
Cascading Style Sheets	68530	7/10/09	8/10/09	London
Bespoke Course	68533	28/8/09	28/8/09	Manchester
Cinema 4D – Fundamental	68534	2/11/09	3/11/09	London
Cancelled	68536	9/10/09	9/10/09	London
Google Sketch Up	68537	24/7/09	24/7/09	London
Google Sketch Up	68538	8/10/09	9/10/09	London
Bespoke Course	68539	31/7/09	31/7/09	On-site
Cancelled	68542	16/11/09	18/11/09	Glasgow
Flex Consultancy	68543	10/8/09	12/8/09	On-site
Cancelled	68544	7/9/09	8/9/09	Cardiff
Photoshop - Advanced	68545	19/10/09	20/10/09	Cardiff
Dreamweaver - Web Development Introduction	68546	26/10/09	28/10/09	Cardiff
Photoshop - Introduction	68547	28/9/09	29/9/09	Birmingham
Custom Course	68548	14/9/09	16/9/09	On-site
Training Vouchers	68549	15/6/09	1/10/09	Glasgow
Bespoke Course	68550	28/7/09	28/7/09	
Framemaker Introduction	68551	3/8/09	3/8/09	Leeds
Captivate - Introduction	68552	5/10/09	6/10/09	London
Final Cut Pro - Introduction	68553	9/12/09	11/12/09	Glasgow
Cancelled	68554	30/9/09	1/10/09	Birmingham
Cancelled	68555	2/10/09	2/10/09	Birmingham
Flex - Developing Rich Client Applications Level 1	68557	30/11/09	2/12/09	London
Flex  - Data and Communications	68558	3/12/09	4/12/09	London
Quark Xpress - Introduction	68559	1/9/09	2/9/09	London
Acrobat 101 Rookie	68561	14/9/09	16/9/09	London
AutoCAD - Level 2 - Intermediate	68562	17/9/09	18/9/09	London
Flex - Developing Rich Client Applications Level 1	68563	28/9/09	30/9/09	London
Flex  - Data and Communications	68564	1/10/09	2/10/09	London
Fireworks - Web Graphic Creation	68566	24/9/09	25/9/09	London
Flash - Advanced Actionscript	68567	19/10/09	21/10/09	London
Illustrator - Introduction	68568	12/10/09	13/10/09	London
Illustrator - Advanced	68569	14/10/09	15/10/09	London
3ds Max Jumpstart Zero to Hero	68570	26/10/09	30/10/09	London
Cascading Style Sheets	68571	22/10/09	23/10/09	London
Cancelled	68572	19/10/09	20/10/09	London
Cancelled	68573	9/10/09	9/10/09	London
Captivate - Introduction	68576	30/11/09	1/12/09	London
Flex - Developing Rich Client Applications Level 1	68578	2/11/09	4/11/09	London
Flex  - Data and Communications	68579	5/11/09	6/11/09	London
3ds Max Advanced	68580	11/11/09	13/11/09	London
AutoCAD – 3d Modelling	68581	9/11/09	11/11/09	London
Search Engine Optimisation	68584	4/12/09	4/12/09	London
Cancelled	68586	21/12/09	23/12/09	London
Adobe AIR: Building Desktop Applications with Flex	68587	21/12/09	22/12/09	London
3ds Max Jumpstart Zero to Hero	68588	7/12/09	11/12/09	London
AutoCAD – Essentials	68589	21/12/09	23/12/09	London
Captivate - Introduction	68590	19/10/09	20/10/09	Manchester
"Ajax - Fast Track to AJAX, Introduction"	68591	21/10/09	23/10/09	Manchester
Cancelled	68592	12/11/09	13/11/09	Manchester
Photoshop - Introduction	68593	23/11/09	24/11/09	Manchester
Photoshop - Advanced	68594	25/11/09	26/11/09	Manchester
Flash - Rich Content Creation	68595	30/11/09	1/12/09	Manchester
Cancelled	68597	21/9/09	23/9/09	Glasgow
Cancelled	68598	5/10/09	9/10/09	Glasgow
AfterEffects - Introduction	68599	20/10/09	20/10/09	Glasgow
Premiere Pro - Introduction	68600	21/10/09	22/10/09	Glasgow
Cancelled	68601	23/11/09	24/11/09	Glasgow
Illustrator - Introduction	68602	1/9/09	2/9/09	London
Captivate - Introduction	68603	7/12/09	8/12/09	Manchester
AutoCAD – 3d Modelling	68604	21/12/09	23/12/09	Manchester
Final Cut Pro Advanced	68606	25/11/09	27/11/09	Glasgow
Photoshop - Introduction	68608	7/12/09	8/12/09	Manchester
Training Vouchers	68609	3/8/09	3/8/09	
Bring Your Own Laptop	68610	22/10/09	22/10/09	Regents Park
3ds Max Jumpstart Zero to Hero	68611	4/11/09	6/11/09	London
Cancelled	68612	21/8/09	21/8/09	London
Bespoke Course	68613	1/9/09	1/9/09	On-site
Photoshop ACE	68614	9/10/09	9/10/09	London
Bespoke Course	68615	7/9/09	7/9/09	On-site
Bespoke Course	68616	8/9/09	8/9/09	London
Bespoke Course	68617	6/8/09	6/8/09	
Gold Sponsorship	68618	18/8/09	21/8/09	On-site
Flex  - MasterClass	68619	21/9/09	25/9/09	On-site
Final Cut Pro - Introduction	68620	12/8/09	14/8/09	Glasgow
Cancelled	68621	7/9/09	9/9/09	London
Flex Consultancy	68622	13/8/09	13/8/09	On-site
Photoshop - Introduction	68624	19/10/09	20/10/09	Newcastle
Writing Press Releases	68625	20/8/09	20/8/09	Glasgow
Cancelled	68627	3/10/09	3/10/09	London
AfterEffects - Advanced	68631	27/11/09	27/11/09	London
"Ajax - Fast Track to AJAX, Introduction"	68632	16/11/09	18/11/09	London
Fireworks - Web Graphic Creation	68633	19/11/09	20/11/09	London
AfterEffects - Introduction	68634	5/10/09	6/10/09	Newcastle
Photoshop - Advanced	68635	9/10/09	9/10/09	Newcastle
XML - Introduction	68636	3/9/09	4/9/09	London
Writing Press Releases	68637	21/9/09	21/9/09	Glasgow
Photoshop - Introduction	68638	16/11/09	17/11/09	Birmingham
InDesign - Introduction	68639	18/11/09	19/11/09	Birmingham
Illustrator - Introduction	68640	20/11/09	20/11/09	Birmingham
Training Vouchers	68641	25/8/09	25/8/09	London
Dreamweaver - Web Development Introduction	68643	21/9/09	23/9/09	Cardiff
Flash - Rich Content Creation	68644	24/9/09	25/9/09	Cardiff
Motion Introduction	68645	21/9/09	23/9/09	Glasgow
Bespoke Course	68646	7/1/10	7/1/10	On-site
Bespoke Course	68647	15/9/09	16/9/09	On-site
Flash - Rich Content Creation	68648	29/10/09	30/10/09	Cardiff
Illustrator - Introduction	68649	29/3/10	30/3/10	London
AutoCAD – Essentials	68650	30/11/09	2/12/09	Cardiff
Bespoke - on-site	68651	2/11/09	3/11/09	On-site
Room Hire	68652	1/10/09	2/10/09	Manchester
Dreamweaver CS4 HTML Newsletters	68653	2/11/09	3/11/09	Manchester
Illustrator - Introduction	68655	23/10/09	23/10/09	London
Photoshop - Introduction	68656	12/10/09	13/10/09	Cardiff
Room Hire	68657	28/9/09	29/9/09	Manchester
Cancelled	68658	24/11/09	24/11/09	Regents Park
Flex Consultancy	68660	18/9/09	18/9/09	London
Cancelled	68661	18/1/10	19/1/10	London
Dreamweaver 101 Rookie	68662	4/1/10	6/1/10	London
Cancelled	68663	16/11/09	17/11/09	Glasgow
Logic 101 - Exam	68664	23/9/09	23/9/09	Glasgow
Illustrator - Advanced	68665	17/2/10	18/2/10	Glasgow
Illustrator - Introduction	68666	20/11/09	20/11/09	London
AfterEffects - Advanced	68668	23/10/09	23/10/09	Glasgow
Flex  - MasterClass	68669	12/10/09	16/10/09	On-site
Illustrator - Introduction	68670	18/12/09	18/12/09	London
Captivate - Introduction	68671	19/11/09	20/11/09	On-site
Search Engine Optimisation	68672	16/10/09	16/10/09	London
Search Marketing (PPC)	68673	23/10/09	23/10/09	London
Illustrator - Introduction	68674	1/1/10	2/1/10	London
Cancelled	68676	5/10/09	6/10/09	London
Training Vouchers	68677	18/9/09	18/9/09	On-site
Bespoke - on-site	68678	5/10/09	6/10/09	London
InDesign - Introduction	68679	11/11/09	12/11/09	Cardiff
AutoCAD 101 Rookie	68680	11/1/10	13/1/10	London
AutoCAD 201 Hotshot	68681	14/1/10	15/1/10	London
Photoshop - Advanced	68682	2/12/09	3/12/09	Manchester
Flash - Rich Content Creation	68683	4/11/09	5/11/09	On-site
Bespoke Course	68685	9/10/09	9/10/09	Manchester
Final Cut Pro - Introduction	68689	28/10/09	30/10/09	London
Final Cut Pro - Introduction	68690	16/11/09	18/11/09	London
Bespoke Course	68691	9/10/09	9/10/09	London
Bespoke Course	68692	16/10/09	16/10/09	London
Bespoke Course	68693	23/10/09	23/10/09	London
Bespoke Course	68694	6/11/09	6/11/09	London
Bespoke - off-site	68695	8/10/09	8/10/09	On-site
Bespoke Course	68696	25/9/09	25/9/09	
Flash - Rich Content Creation	68697	1/10/09	1/10/09	Newcastle
Illustrator - Introduction	68698	4/12/09	4/12/09	London
Maya Jumpstart: Zero to Hero	68699	18/1/10	22/1/10	London
Acrobat 101 Rookie	68700	19/10/09	19/10/09	London
After Effects 101 Rookie	68701	3/2/10	4/2/10	London
After Effects 201 Hotshot	68702	5/2/10	5/2/10	London
Cancelled	68703	11/12/09	11/12/09	Manchester
InDesign 101 Rookie	68704	8/3/10	9/3/10	London
Avid Introduction	68706	9/11/09	10/11/09	London
Cinema 4D – Fundamental	68707	3/12/09	4/12/09	London
InDesign 101 Rookie	68708	11/1/10	12/1/10	Manchester
Photoshop - Introduction	68709	1/2/10	2/2/10	Manchester
InDesign 101 Rookie	68710	3/2/10	4/2/10	Manchester
Illustrator - Introduction	68711	5/2/10	5/2/10	Manchester
AutoCAD – 3d Modelling	68712	16/12/09	17/12/09	Glasgow
Cancelled	68713	8/2/10	10/2/10	Birmingham
Flash 101 Rookie	68714	11/2/10	12/2/10	Birmingham
AutoCAD 101 Rookie	68715	18/1/10	20/1/10	Glasgow
AutoCAD 201 Hotshot	68716	21/1/10	22/1/10	Glasgow
Photoshop 101 Rookie	68717	25/1/10	26/1/10	London
Photoshop 201 Hotshot	68718	27/1/10	28/1/10	London
Flash - Actionscript	68719	9/12/09	11/12/09	Manchester
Fireworks - Web Graphic Creation	68720	6/5/10	7/5/10	Manchester
Google Sketch Up	68722	22/10/09	23/10/09	Glasgow
AutoCAD – Essentials	68723	15/2/10	17/2/10	Manchester
